"","id","inclinacion_peligrosa"
"3799",13610,0
"3800",13614,1
"3801",13616,1
"3802",13618,1
"3803",13619,0
"3804",13620,1
"3805",13626,0
"3806",13628,0
"3807",13629,1
"3808",13630,1
"3809",13632,1
"3810",13634,0
"3811",13642,1
"3812",13647,1
"3813",13648,1
"3814",13649,0
"3815",13651,0
"3816",13655,0
"3817",13657,1
"3818",13661,1
"3819",13663,0
"3820",13667,1
"3821",13670,1
"3822",13673,1
"3823",13681,0
"3824",13685,0
"3825",13686,0
"3826",13687,1
"3827",13695,0
"3828",13697,0
"3829",13698,0
"3830",13699,1
"3831",13700,0
"3832",13701,1
"3833",13704,0
"3834",13708,0
"3835",13710,1
"3836",13711,0
"3837",13716,1
"3838",13722,1
"3839",13725,1
"3840",13733,0
"3841",13734,1
"3842",13738,0
"3843",13741,0
"3844",13743,1
"3845",13745,0
"3846",13748,0
"3847",13750,0
"3848",13756,0
"3849",13758,1
"3850",13761,1
"3851",13763,1
"3852",13764,0
"3853",13766,0
"3854",13767,1
"3855",13769,0
"3856",13777,0
"3857",13780,1
"3858",13787,1
"3859",13789,1
"3860",13791,1
"3861",13793,1
"3862",13799,1
"3863",13805,1
"3864",13806,1
"3865",13810,1
"3866",13813,0
"3867",13817,0
"3868",13822,0
"3869",13824,1
"3870",13826,1
"3871",13831,1
"3872",13834,0
"3873",13837,1
"3874",13838,1
"3875",13839,1
"3876",13849,0
"3877",13853,0
"3878",13856,0
"3879",13857,0
"3880",13858,0
"3881",13867,1
"3882",13868,0
"3883",13872,0
"3884",13874,1
"3885",13883,0
"3886",13884,1
"3887",13890,0
"3888",13892,0
"3889",13894,0
"3890",13898,0
"3891",13907,0
"3892",13910,0
"3893",13911,0
"3894",13914,0
"3895",13917,0
"3896",13919,0
"3897",13923,0
"3898",13932,1
"3899",13934,0
"3900",13935,0
"3901",13937,0
"3902",13938,0
"3903",13939,0
"3904",13940,0
"3905",13941,1
"3906",13942,0
"3907",13943,0
"3908",13945,0
"3909",13948,0
"3910",13949,1
"3911",13952,0
"3912",13953,0
"3913",13954,0
"3914",13957,1
"3915",13958,0
"3916",13960,0
"3917",13966,0
"3918",13968,0
"3919",13972,0
"3920",13974,0
"3921",13978,0
"3922",13983,0
"3923",13987,0
"3924",13990,0
"3925",13991,0
"3926",13992,0
"3927",13996,0
"3928",13997,0
"3929",13999,1
"3930",14004,0
"3931",14009,0
"3932",14010,0
"3933",14013,0
"3934",14014,0
"3935",14021,1
"3936",14026,0
"3937",14027,0
"3938",14029,0
"3939",14030,1
"3940",14031,0
"3941",14034,0
"3942",14036,1
"3943",14047,1
"3944",14051,0
"3945",14053,1
"3946",14054,0
"3947",14055,1
"3948",14057,1
"3949",14059,1
"3950",14061,0
"3951",14065,0
"3952",14073,1
"3953",14074,0
"3954",14079,0
"3955",14080,0
"3956",14081,1
"3957",14085,1
"3958",14086,0
"3959",14090,0
"3960",14093,0
"3961",14094,0
"3962",14098,0
"3963",14103,0
"3964",14111,0
"3965",14112,0
"3966",14117,1
"3967",14120,0
"3968",14121,0
"3969",14124,0
"3970",14125,1
"3971",14128,0
"3972",14134,1
"3973",14141,1
"3974",14143,1
"3975",14144,1
"3976",14147,1
"3977",14149,0
"3978",14155,0
"3979",14167,1
"3980",14168,1
"3981",14171,0
"3982",14175,1
"3983",14178,0
"3984",14179,0
"3985",14180,0
"3986",14184,1
"3987",14185,1
"3988",14187,0
"3989",14188,0
"3990",14189,0
"3991",14191,0
"3992",14195,0
"3993",14196,0
"3994",14201,0
"3995",14202,1
"3996",14207,0
"3997",14210,0
"3998",14213,0
"3999",14216,1
"4000",14219,1
"4001",14224,0
"4002",14233,0
"4003",14235,0
"4004",14236,0
"4005",14245,1
"4006",14251,1
"4007",14253,1
"4008",14261,0
"4009",14265,0
"4010",14269,0
"4011",14272,0
"4012",14273,0
"4013",14277,0
"4014",14279,0
"4015",14281,0
"4016",14289,0
"4017",14290,0
"4018",14293,1
"4019",14295,0
"4020",14301,0
"4021",14306,0
"4022",14310,0
"4023",14318,1
"4024",14321,0
"4025",14322,0
"4026",14329,0
"4027",14332,0
"4028",14342,0
"4029",14344,1
"4030",14354,0
"4031",14355,0
"4032",14356,0
"4033",14358,0
"4034",14360,0
"4035",14369,0
"4036",14371,0
"4037",14372,0
"4038",14379,0
"4039",14384,0
"4040",14385,0
"4041",14394,0
"4042",14401,0
"4043",14405,0
"4044",14409,0
"4045",14413,0
"4046",14418,0
"4047",14425,0
"4048",14427,0
"4049",14437,0
"4050",14439,0
"4051",14440,0
"4052",14441,0
"4053",14443,0
"4054",14446,1
"4055",14447,0
"4056",14456,0
"4057",14460,0
"4058",14465,0
"4059",14466,0
"4060",14469,0
"4061",14470,0
"4062",14472,0
"4063",14475,0
"4064",14477,0
"4065",14480,0
"4066",14485,0
"4067",14486,0
"4068",14487,0
"4069",14488,0
"4070",14492,0
"4071",14493,0
"4072",14495,0
"4073",14503,1
"4074",14505,0
"4075",14508,0
"4076",14511,0
"4077",14512,1
"4078",14521,1
"4079",14524,0
"4080",14529,0
"4081",14532,0
"4082",14533,0
"4083",14536,0
"4084",14539,0
"4085",14545,0
"4086",14550,0
"4087",14553,0
"4088",14561,1
"4089",14562,1
"4090",14567,0
"4091",14573,0
"4092",14574,0
"4093",14577,1
"4094",14578,1
"4095",14579,1
"4096",14582,1
"4097",14584,0
"4098",14586,1
"4099",14587,1
"4100",14588,1
"4101",14591,1
"4102",14600,0
"4103",14605,0
"4104",14606,0
"4105",14614,0
"4106",14617,0
"4107",14618,0
"4108",14619,0
"4109",14623,0
"4110",14625,0
"4111",14627,0
"4112",14630,1
"4113",14640,0
"4114",14641,1
"4115",14647,1
"4116",14648,0
"4117",14651,1
"4118",14656,0
"4119",14658,0
"4120",14675,1
"4121",14680,0
"4122",14681,0
"4123",14684,0
"4124",14685,0
"4125",14686,0
"4126",14687,1
"4127",14691,0
"4128",14692,0
"4129",14693,0
"4130",14696,0
"4131",14706,0
"4132",14712,0
"4133",14713,1
"4134",14719,0
"4135",14723,0
"4136",14741,0
"4137",14743,0
"4138",14744,0
"4139",14746,0
"4140",14748,0
"4141",14752,0
"4142",14754,0
"4143",14755,0
"4144",14759,0
"4145",14761,0
"4146",14764,1
"4147",14765,0
"4148",14772,0
"4149",14775,0
"4150",14776,0
"4151",14779,1
"4152",14780,0
"4153",14785,0
"4154",14788,0
"4155",14790,0
"4156",14791,0
"4157",14794,0
"4158",14800,0
"4159",14801,0
"4160",14803,0
"4161",14813,0
"4162",14818,0
"4163",14822,0
"4164",14823,0
"4165",14835,0
"4166",14836,0
"4167",14839,0
"4168",14851,0
"4169",14854,0
"4170",14859,0
"4171",14861,0
"4172",14864,0
"4173",14865,0
"4174",14866,1
"4175",14870,0
"4176",14871,0
"4177",14874,0
"4178",14877,0
"4179",14880,0
"4180",14882,0
"4181",14883,0
"4182",14889,0
"4183",14892,0
"4184",14894,0
"4185",14896,0
"4186",14898,1
"4187",14902,0
"4188",14905,0
"4189",14908,0
"4190",14912,0
"4191",14916,0
"4192",14921,1
"4193",14922,1
"4194",14924,0
"4195",14930,0
"4196",14934,1
"4197",14936,1
"4198",14938,0
"4199",14941,0
"4200",14942,0
"4201",14943,1
"4202",14944,1
"4203",14945,1
"4204",14950,0
"4205",14951,0
"4206",14964,0
"4207",14966,0
"4208",14972,0
"4209",14973,0
"4210",14974,0
"4211",14981,0
"4212",14982,0
"4213",14984,0
"4214",14985,0
"4215",14986,0
"4216",14998,0
"4217",15001,0
"4218",15005,0
"4219",15011,0
"4220",15021,0
"4221",15026,0
"4222",15028,1
"4223",15029,0
"4224",15033,0
"4225",15035,0
"4226",15040,0
"4227",15043,0
"4228",15044,0
"4229",15047,0
"4230",15051,0
"4231",15052,0
"4232",15059,0
"4233",15061,0
"4234",15072,1
"4235",15077,0
"4236",15079,0
"4237",15085,0
"4238",15087,0
"4239",15090,0
"4240",15100,0
"4241",15103,0
"4242",15105,0
"4243",15114,0
"4244",15122,0
"4245",15123,0
"4246",15125,0
"4247",15126,0
"4248",15128,0
"4249",15130,0
"4250",15134,1
"4251",15135,0
"4252",15139,0
"4253",15140,1
"4254",15142,0
"4255",15143,0
"4256",15145,0
"4257",15150,0
"4258",15154,0
"4259",15155,0
"4260",15158,0
"4261",15160,0
"4262",15164,0
"4263",15173,0
"4264",15182,0
"4265",15187,0
"4266",15196,0
"4267",15199,0
"4268",15208,0
"4269",15211,0
"4270",15212,0
"4271",15215,0
"4272",15220,0
"4273",15225,0
"4274",15226,1
"4275",15228,0
"4276",15231,0
"4277",15234,0
"4278",15245,0
"4279",15247,1
"4280",15251,1
"4281",15260,0
"4282",15265,0
"4283",15267,0
"4284",15275,0
"4285",15278,0
"4286",15283,0
"4287",15285,0
"4288",15286,0
"4289",15287,0
"4290",15297,0
"4291",15298,0
"4292",15300,0
"4293",15302,0
"4294",15304,0
"4295",15306,1
"4296",15309,0
"4297",15310,0
"4298",15312,1
"4299",15316,0
"4300",15318,0
"4301",15322,1
"4302",15327,0
"4303",15330,0
"4304",15333,0
"4305",15335,0
"4306",15340,0
"4307",15345,0
"4308",15352,0
"4309",15361,0
"4310",15365,0
"4311",15369,0
"4312",15372,0
"4313",15373,0
"4314",15374,0
"4315",15379,0
"4316",15383,0
"4317",15384,0
"4318",15388,0
"4319",15389,0
"4320",15392,0
"4321",15405,0
"4322",15406,0
"4323",15409,0
"4324",15415,1
"4325",15417,0
"4326",15418,1
"4327",15419,0
"4328",15421,1
"4329",15425,0
"4330",15431,0
"4331",15433,0
"4332",15438,0
"4333",15442,1
"4334",15447,0
"4335",15451,0
"4336",15455,0
"4337",15456,0
"4338",15465,0
"4339",15466,0
"4340",15476,0
"4341",15485,1
"4342",15486,0
"4343",15493,0
"4344",15500,0
"4345",15503,0
"4346",15511,1
"4347",15512,0
"4348",15518,0
"4349",15524,0
"4350",15538,0
"4351",15541,1
"4352",15548,0
"4353",15549,0
"4354",15556,0
"4355",15562,0
"4356",15567,0
"4357",15573,1
"4358",15584,0
"4359",15588,0
"4360",15590,0
"4361",15592,0
"4362",15612,0
"4363",15613,0
"4364",15616,0
"4365",15626,0
"4366",15628,0
"4367",15635,0
"4368",15637,0
"4369",15641,1
"4370",15656,0
"4371",15657,0
"4372",15658,0
"4373",15660,1
"4374",15665,1
"4375",15677,0
"4376",15679,0
"4377",15682,0
"4378",15696,0
"4379",15712,0
"4380",15714,0
"4381",15718,0
"4382",15725,0
"4383",15726,0
"4384",15729,1
"4385",15735,0
"4386",15738,0
"4387",15739,0
"4388",15742,0
"4389",15745,0
"4390",15748,0
"4391",15751,0
"4392",15756,0
"4393",15757,0
"4394",15763,0
"4395",15764,0
"4396",15768,0
"4397",15769,0
"4398",15772,0
"4399",15779,0
"4400",15782,1
"4401",15784,1
"4402",15786,0
"4403",15790,0
"4404",15791,0
"4405",15792,0
"4406",15794,0
"4407",15795,0
"4408",15807,0
"4409",15811,0
"4410",15814,0
"4411",15817,0
"4412",15821,0
"4413",15822,0
"4414",15824,0
"4415",15846,0
"4416",15854,0
"4417",15855,1
"4418",15856,0
"4419",15860,0
"4420",15863,0
"4421",15873,0
"4422",15874,0
"4423",15887,0
"4424",15895,0
"4425",15898,0
"4426",15899,0
"4427",15901,1
"4428",15903,0
"4429",15907,0
"4430",15909,0
"4431",15911,0
"4432",15912,1
"4433",15917,0
"4434",15920,0
"4435",15922,0
"4436",15930,0
"4437",15931,1
"4438",15933,0
"4439",15934,0
"4440",15938,0
"4441",15939,0
"4442",15940,1
"4443",15942,0
"4444",15944,1
"4445",15945,0
"4446",15949,0
"4447",15955,0
"4448",15957,0
"4449",15960,0
"4450",15964,1
"4451",15969,1
"4452",15974,1
"4453",15975,1
"4454",15985,0
"4455",15994,0
"4456",15996,1
"4457",15998,0
"4458",16003,1
"4459",16010,1
"4460",16012,1
"4461",16018,1
"4462",16020,1
"4463",16028,1
"4464",16031,1
"4465",16032,1
"4466",16033,0
"4467",16043,1
"4468",16060,1
"4469",16061,1
"4470",16063,0
"4471",16064,0
"4472",16066,0
"4473",16067,0
"4474",16068,0
"4475",16072,1
"4476",16084,1
"4477",16085,0
"4478",16089,1
"4479",16092,1
"4480",16093,1
"4481",16095,0
"4482",16096,1
"4483",16097,0
"4484",16098,0
"4485",16099,0
"4486",16102,0
"4487",16107,0
"4488",16110,0
"4489",16113,0
"4490",16125,1
"4491",16130,1
"4492",16132,1
"4493",16133,0
"4494",16135,1
"4495",16137,0
"4496",16139,1
"4497",16142,1
"4498",16147,0
"4499",16150,1
"4500",16151,1
"4501",16152,1
"4502",16154,1
"4503",16155,1
"4504",16156,1
"4505",16158,1
"4506",16161,1
"4507",16165,0
"4508",16168,1
"4509",16170,1
"4510",16172,1
"4511",16175,1
"4512",16176,1
"4513",16179,0
"4514",16181,1
"4515",16185,0
"4516",16187,0
"4517",16189,0
"4518",16197,0
"4519",16199,0
"4520",16205,0
"4521",16207,1
"4522",16210,1
"4523",16214,0
"4524",16215,1
"4525",16219,1
"4526",16220,1
"4527",16227,1
"4528",16229,0
"4529",16231,0
"4530",16235,1
"4531",16236,1
"4532",16237,1
"4533",16239,1
"4534",16243,1
"4535",16245,1
"4536",16247,1
"4537",16248,0
"4538",16259,1
"4539",16266,1
"4540",16269,1
"4541",16272,1
"4542",16275,1
"4543",16278,1
"4544",16281,0
"4545",16282,0
"4546",16283,1
"4547",16286,1
"4548",16288,0
"4549",16292,1
"4550",16294,1
"4551",16300,0
"4552",16303,1
"4553",16306,1
"4554",16309,1
"4555",16312,0
"4556",16316,0
"4557",16320,0
"4558",16327,1
"4559",16329,1
"4560",16331,1
"4561",16335,1
"4562",16338,1
"4563",16347,0
"4564",16348,0
"4565",16353,0
"4566",16355,0
"4567",16361,1
"4568",16365,1
"4569",16367,1
"4570",16369,1
"4571",16372,1
"4572",16376,0
"4573",16382,0
"4574",16383,0
"4575",16387,0
"4576",16390,0
"4577",16393,0
"4578",16394,0
"4579",16411,1
"4580",16413,1
"4581",16414,1
"4582",16420,1
"4583",16421,1
"4584",16445,1
"4585",16449,1
"4586",16451,1
"4587",16452,1
"4588",16453,1
"4589",16454,1
"4590",16456,1
"4591",16459,1
"4592",16464,1
"4593",16471,1
"4594",16477,0
"4595",16480,0
"4596",16490,1
"4597",16494,1
"4598",16496,1
"4599",16497,0
"4600",16500,1
"4601",16503,1
"4602",16504,0
"4603",16508,1
"4604",16513,1
"4605",16517,0
"4606",16519,1
"4607",16521,1
"4608",16522,0
"4609",16524,1
"4610",16528,0
"4611",16530,0
"4612",16534,0
"4613",16536,0
"4614",16549,0
"4615",16550,1
"4616",16552,1
"4617",16554,1
"4618",16563,1
"4619",16564,1
"4620",16570,1
"4621",16575,1
"4622",16579,0
"4623",16580,1
"4624",16583,1
"4625",16586,0
"4626",16594,1
"4627",16595,1
"4628",16596,1
"4629",16597,1
"4630",16609,0
"4631",16611,1
"4632",16615,0
"4633",16619,0
"4634",16625,0
"4635",16628,0
"4636",16630,0
"4637",16633,0
"4638",16640,0
"4639",16641,0
"4640",16644,0
"4641",16646,0
"4642",16652,0
"4643",16654,0
"4644",16655,0
"4645",16658,0
"4646",16661,1
"4647",16662,1
"4648",16665,1
"4649",16670,0
"4650",16672,1
"4651",16673,1
"4652",16676,0
"4653",16677,0
"4654",16679,0
"4655",16684,1
"4656",16685,0
"4657",16691,0
"4658",16699,0
"4659",16705,0
"4660",16713,1
"4661",16722,0
"4662",16726,0
"4663",16727,0
"4664",16729,0
"4665",16730,0
"4666",16731,0
"4667",16732,1
"4668",16733,0
"4669",16736,1
"4670",16737,1
"4671",16739,1
"4672",16742,1
"4673",16744,0
"4674",16745,1
"4675",16753,1
"4676",16756,1
"4677",16781,0
"4678",16782,0
"4679",16788,0
"4680",16789,0
"4681",16791,1
"4682",16792,0
"4683",16799,0
"4684",16801,0
"4685",16803,0
"4686",16810,0
"4687",16812,0
"4688",16814,0
"4689",16815,0
"4690",16816,0
"4691",16819,1
"4692",16823,0
"4693",16824,1
"4694",16825,0
"4695",16834,0
"4696",16838,0
"4697",16839,0
"4698",16842,0
"4699",16845,0
"4700",16846,0
"4701",16851,1
"4702",16852,1
"4703",16859,0
"4704",16863,0
"4705",16864,0
"4706",16869,0
"4707",16871,0
"4708",16877,0
"4709",16883,0
"4710",16897,0
"4711",16900,1
"4712",16901,0
"4713",16905,0
"4714",16907,1
"4715",16910,0
"4716",16912,0
"4717",16924,0
"4718",16925,0
"4719",16926,0
"4720",16927,0
"4721",16930,0
"4722",16941,1
"4723",16942,1
"4724",16957,0
"4725",16958,0
"4726",16959,0
"4727",16964,0
"4728",16970,0
"4729",16971,0
"4730",16972,0
"4731",16973,0
"4732",16978,0
"4733",16979,0
"4734",16980,1
"4735",16984,0
"4736",16985,1
"4737",16987,0
"4738",16988,0
"4739",16992,0
"4740",17006,0
"4741",17008,0
"4742",17013,1
"4743",17016,1
"4744",17017,0
"4745",17020,0
"4746",17021,0
"4747",17022,0
"4748",17027,0
"4749",17028,0
"4750",17033,1
"4751",17035,1
"4752",17040,1
"4753",17043,1
"4754",17044,0
"4755",17048,0
"4756",17051,0
"4757",17056,1
"4758",17062,1
"4759",17068,1
"4760",17073,1
"4761",17076,0
"4762",17080,0
"4763",17081,0
"4764",17082,0
"4765",17083,1
"4766",17086,1
"4767",17087,1
"4768",17090,1
"4769",17092,1
"4770",17093,0
"4771",17095,0
"4772",17099,1
"4773",17100,1
"4774",17103,1
"4775",17105,1
"4776",17106,1
"4777",17107,1
"4778",17109,1
"4779",17112,1
"4780",17115,1
"4781",17116,1
"4782",17117,1
"4783",17119,0
"4784",17120,1
"4785",17123,1
"4786",17134,1
"4787",17136,0
"4788",17138,1
"4789",17139,1
"4790",17141,1
"4791",17143,1
"4792",17145,1
"4793",17148,1
"4794",17149,1
"4795",17153,1
"4796",17160,0
"4797",17161,0
"4798",17164,0
"4799",17167,0
"4800",17169,1
"4801",17171,0
"4802",17183,1
"4803",17196,0
"4804",17200,0
"4805",17201,1
"4806",17202,1
"4807",17205,1
"4808",17206,1
"4809",17210,1
"4810",17211,1
"4811",17219,1
"4812",17226,1
"4813",17228,1
"4814",17232,0
"4815",17235,0
"4816",17236,1
"4817",17237,0
"4818",17239,0
"4819",17241,0
"4820",17243,0
"4821",17244,1
"4822",17248,1
"4823",17252,1
"4824",17253,1
"4825",17256,1
"4826",17257,1
"4827",17262,0
"4828",17265,0
"4829",17268,0
"4830",17270,0
"4831",17274,1
"4832",17279,0
"4833",17281,0
"4834",17287,0
"4835",17288,0
"4836",17289,0
"4837",17291,0
"4838",17296,0
"4839",17298,0
"4840",17300,1
"4841",17302,1
"4842",17311,1
"4843",17312,1
"4844",17315,1
"4845",17317,1
"4846",17319,1
"4847",17321,1
"4848",17323,1
"4849",17325,1
"4850",17327,1
"4851",17329,1
"4852",17337,1
"4853",17343,1
"4854",17349,1
"4855",17353,1
"4856",17355,1
"4857",17360,0
"4858",17365,1
"4859",17367,1
"4860",17368,1
"4861",17370,1
"4862",17371,0
"4863",17374,0
"4864",17378,1
"4865",17386,0
"4866",17391,1
"4867",17411,1
"4868",17412,1
"4869",17413,1
"4870",17415,0
"4871",17418,1
"4872",17423,0
"4873",17426,1
"4874",17432,1
"4875",17440,1
"4876",17442,1
"4877",17453,1
"4878",17455,1
"4879",17459,1
"4880",17463,0
"4881",17470,1
"4882",17471,0
"4883",17475,0
"4884",17476,0
"4885",17478,0
"4886",17479,1
"4887",17482,0
"4888",17483,1
"4889",17493,0
"4890",17494,0
"4891",17496,0
"4892",17499,1
"4893",17501,1
"4894",17504,1
"4895",17508,0
"4896",17509,0
"4897",17513,1
"4898",17514,1
"4899",17518,0
"4900",17519,0
"4901",17521,1
"4902",17532,0
"4903",17536,0
"4904",17549,0
"4905",17551,1
"4906",17554,1
"4907",17555,1
"4908",17558,1
"4909",17560,1
"4910",17561,1
"4911",17564,1
"4912",17567,0
"4913",17572,0
"4914",17573,1
"4915",17575,1
"4916",17588,0
"4917",17589,1
"4918",17590,1
"4919",17599,1
"4920",17600,1
"4921",17604,1
"4922",17607,1
"4923",17609,0
"4924",17614,0
"4925",17618,1
"4926",17619,1
"4927",17630,1
"4928",17642,1
"4929",17644,0
"4930",17646,1
"4931",17647,1
"4932",17648,1
"4933",17649,1
"4934",17653,1
"4935",17655,1
"4936",17658,1
"4937",17661,0
"4938",17666,1
"4939",17668,0
"4940",17670,0
"4941",17671,0
"4942",17672,1
"4943",17673,1
"4944",17679,1
"4945",17680,1
"4946",17685,1
"4947",17687,1
"4948",17689,1
"4949",17690,0
"4950",17694,1
"4951",17699,1
"4952",17700,0
"4953",17705,0
"4954",17710,0
"4955",17711,0
"4956",17716,0
"4957",17735,0
"4958",17737,0
"4959",17738,0
"4960",17739,0
"4961",17741,0
"4962",17745,0
"4963",17747,1
"4964",17755,0
"4965",17756,0
"4966",17758,0
"4967",17761,0
"4968",17763,0
"4969",17776,0
"4970",17777,0
"4971",17779,0
"4972",17783,0
"4973",17784,0
"4974",17788,0
"4975",17793,0
"4976",17796,0
"4977",17805,0
"4978",17807,0
"4979",17811,0
"4980",17812,0
"4981",17815,0
"4982",17817,0
"4983",17820,0
"4984",17821,0
"4985",17825,0
"4986",17826,0
"4987",17832,0
"4988",17833,0
"4989",17835,0
"4990",17840,0
"4991",17845,1
"4992",17846,0
"4993",17858,0
"4994",17865,0
"4995",17873,1
"4996",17876,1
"4997",17877,1
"4998",17878,1
"4999",17879,0
"5000",17885,1
"5001",17889,1
"5002",17890,1
"5003",17892,1
"5004",17899,0
"5005",17901,1
"5006",17902,0
"5007",17905,0
"5008",17906,0
"5009",17912,0
"5010",17914,0
"5011",17922,1
"5012",17931,1
"5013",17932,1
"5014",17933,1
"5015",17938,0
"5016",17940,1
"5017",17946,0
"5018",17947,0
"5019",17948,1
"5020",17955,1
"5021",17956,1
"5022",17957,1
"5023",17964,1
"5024",17965,1
"5025",17972,1
"5026",17984,0
"5027",17985,0
"5028",17986,1
"5029",17988,0
"5030",17998,1
"5031",18000,1
"5032",18004,1
"5033",18006,1
"5034",18012,1
"5035",18014,1
"5036",18018,1
"5037",18020,1
"5038",18022,1
"5039",18023,1
"5040",18024,1
"5041",18025,0
"5042",18028,1
"5043",18030,1
"5044",18035,0
"5045",18038,0
"5046",18042,1
"5047",18044,0
"5048",18047,0
"5049",18049,0
"5050",18052,0
"5051",18057,0
"5052",18066,1
"5053",18071,0
"5054",18073,1
"5055",18075,0
"5056",18080,1
"5057",18081,0
"5058",18086,1
"5059",18090,1
"5060",18091,1
"5061",18099,1
"5062",18102,1
"5063",18105,1
"5064",18110,1
"5065",18113,1
"5066",18120,0
"5067",18122,0
"5068",18123,1
"5069",18127,0
"5070",18128,1
"5071",18133,0
"5072",18139,1
"5073",18140,1
"5074",18142,0
"5075",18145,0
"5076",18146,0
"5077",18151,0
"5078",18154,0
"5079",18156,0
"5080",18157,0
"5081",18158,0
"5082",18160,1
"5083",18167,0
"5084",18169,0
"5085",18170,0
"5086",18175,0
"5087",18177,0
"5088",18178,0
"5089",18181,1
"5090",18183,0
"5091",18193,0
"5092",18195,0
"5093",18202,1
"5094",18204,1
"5095",18205,1
"5096",18206,1
"5097",18216,0
"5098",18220,1
"5099",18223,0
"5100",18225,1
"5101",18228,0
"5102",18230,0
"5103",18232,0
"5104",18233,1
"5105",18246,0
"5106",18255,1
"5107",18256,0
"5108",18261,0
"5109",18263,0
"5110",18264,0
"5111",18273,0
"5112",18274,1
"5113",18277,1
"5114",18281,0
"5115",18282,0
"5116",18287,0
"5117",18288,0
"5118",18295,0
"5119",18304,1
"5120",18305,1
"5121",18306,0
"5122",18310,1
"5123",18311,1
"5124",18312,1
"5125",18315,0
"5126",18316,0
"5127",18318,0
"5128",18325,0
"5129",18333,0
"5130",18335,0
"5131",18339,0
"5132",18343,0
"5133",18348,0
"5134",18349,0
"5135",18362,0
"5136",18370,0
"5137",18376,1
"5138",18377,1
"5139",18394,1
"5140",18398,0
"5141",18399,0
"5142",18403,0
"5143",18405,0
"5144",18409,0
"5145",18412,0
"5146",18414,1
"5147",18415,0
"5148",18422,1
"5149",18427,1
"5150",18428,0
"5151",18429,0
"5152",18434,1
"5153",18435,0
"5154",18439,1
"5155",18442,0
"5156",18445,0
"5157",18446,0
"5158",18450,0
"5159",18457,0
"5160",18459,0
"5161",18460,0
"5162",18462,0
"5163",18464,0
"5164",18467,0
"5165",18481,0
"5166",18484,0
"5167",18485,0
"5168",18487,1
"5169",18488,0
"5170",18489,0
"5171",18491,0
"5172",18492,0
"5173",18494,0
"5174",18496,1
"5175",18497,0
"5176",18499,1
"5177",18500,1
"5178",18503,0
"5179",18506,0
"5180",18507,1
"5181",18514,0
"5182",18515,0
"5183",18516,0
"5184",18519,0
"5185",18521,0
"5186",18523,0
"5187",18525,0
"5188",18527,0
"5189",18530,0
"5190",18541,1
"5191",18543,0
"5192",18544,1
"5193",18545,1
"5194",18546,1
"5195",18547,0
"5196",18551,0
"5197",18556,0
"5198",18558,0
"5199",18559,1
"5200",18564,1
"5201",18566,1
"5202",18567,1
"5203",18571,1
"5204",18572,1
"5205",18587,0
"5206",18588,1
"5207",18590,1
"5208",18591,0
"5209",18592,0
"5210",18594,1
"5211",18595,0
"5212",18596,1
"5213",18606,1
"5214",18608,1
"5215",18609,1
"5216",18616,1
"5217",18626,0
"5218",18628,0
"5219",18629,1
"5220",18630,1
"5221",18639,0
"5222",18640,1
"5223",18641,0
"5224",18642,0
"5225",18643,0
"5226",18644,0
"5227",18649,0
"5228",18653,0
"5229",18659,0
"5230",18664,1
"5231",18665,1
"5232",18667,1
"5233",18681,1
"5234",18685,1
"5235",18687,1
"5236",18688,1
"5237",18696,0
"5238",18697,1
"5239",18699,0
"5240",18700,0
"5241",18706,0
"5242",18707,0
"5243",18710,0
"5244",18713,0
"5245",18715,0
"5246",18725,1
"5247",18730,1
"5248",18735,0
"5249",18737,0
"5250",18739,1
"5251",18751,1
"5252",18753,1
"5253",18761,1
"5254",18762,1
"5255",18764,1
"5256",18768,1
"5257",18770,1
"5258",18777,0
"5259",18782,1
"5260",18785,1
"5261",18789,1
"5262",18790,1
"5263",18803,1
"5264",18809,1
"5265",18812,1
"5266",18815,1
"5267",18817,1
"5268",18819,1
"5269",18827,0
"5270",18828,1
"5271",18829,1
"5272",18830,0
"5273",18831,1
"5274",18832,1
"5275",18833,1
"5276",18841,0
"5277",18843,0
"5278",18845,0
"5279",18847,0
"5280",18855,0
"5281",18858,1
"5282",18859,1
"5283",18862,0
"5284",18867,1
"5285",18873,1
"5286",18876,1
"5287",18878,1
"5288",18883,1
"5289",18885,1
"5290",18889,0
"5291",18891,0
"5292",18892,1
"5293",18893,1
"5294",18895,1
"5295",18908,0
"5296",18909,1
"5297",18910,1
"5298",18914,0
"5299",18916,0
"5300",18917,0
"5301",18918,1
"5302",18919,0
"5303",18921,1
"5304",18923,0
"5305",18926,1
"5306",18928,0
"5307",18931,1
"5308",18939,0
"5309",18940,0
"5310",18944,0
"5311",18948,1
"5312",18951,1
"5313",18954,1
"5314",18957,1
"5315",18958,1
"5316",18959,1
"5317",18961,1
"5318",18972,1
"5319",18973,0
"5320",18979,1
"5321",18987,1
"5322",18991,1
"5323",18993,1
"5324",18997,1
"5325",19002,1
"5326",19008,1
"5327",19013,0
"5328",19019,0
"5329",19023,1
"5330",19029,1
"5331",19044,0
"5332",19051,0
"5333",19053,0
"5334",19060,1
"5335",19062,1
"5336",19068,1
"5337",19071,1
"5338",19073,1
"5339",19082,0
"5340",19090,0
"5341",19091,0
"5342",19095,1
"5343",19096,0
"5344",19098,0
"5345",19099,0
"5346",19102,1
"5347",19103,1
"5348",19104,0
"5349",19110,1
"5350",19121,1
"5351",19123,1
