"","...1","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"4244",4244,3674,"Prunas","25/08/2011 13:21","Bajo (2 - 4 mts)",50,"Mediano",-68.8196079034,-32.8695004358,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0,"bajo"
"4245",4245,34154,"Paraiso","10/03/2011 13:38","Medio (4 - 8 mts)",60,"Mediano",-68.8565073551,-32.8727691218,6,"Residencial Norte",2694682.37982,0,"bajo"
"4246",4246,12568,"Morera","11/01/2011 08:53","Alto (> 8 mts)",140,"Grande",-68.8447358668,-32.8626861144,4,"Cuarta Oeste",1173332.70145,0,"medio"
"4247",4247,10281,"Fresno europeo","07/12/2010 13:06","Muy bajo (1 - 2 mts)",10,"Chico",-68.8481673844,-32.8717363779,6,"Residencial Norte",2694682.37982,0,"bajo"
"4248",4248,34503,"Fresno europeo","30/03/2011 09:47","Muy bajo (1 - 2 mts)",6,"Chico",-68.8504405214,-32.8759646617,6,"Residencial Norte",2694682.37982,0,"bajo"
"4249",4249,17132,"Morera","15/08/2011 13:41","Alto (> 8 mts)",160,"Grande",-68.8365752634,-32.8624873521,4,"Cuarta Oeste",1173332.70145,1,"medio"
"4250",4250,4209,"Paraiso","07/07/2011 11:26","Alto (> 8 mts)",200,"Grande",-68.8387781306,-32.8733193517,4,"Cuarta Oeste",1173332.70145,0,"medio"
"4251",4251,1535,"lamo criollo","23/11/2011 11:34","Medio (4 - 8 mts)",80,"Grande",-68.8729137818,-32.8774820233,7,"Residencial Parque",1786336.08966,0,"bajo"
"4252",4252,13331,"Morera","25/02/2011 09:49","Medio (4 - 8 mts)",160,"Grande",-68.8476862199,-32.8659858323,6,"Residencial Norte",2694682.37982,0,"medio"
"4253",4253,26140,"Morera","10/11/2011 17:51","Medio (4 - 8 mts)",84,"Grande",-68.8300084105,-32.8871767072,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"4254",4254,19923,"Morera","28/06/2011 10:46","Alto (> 8 mts)",190,"Grande",-68.8333135005,-32.86354653,4,"Cuarta Oeste",1173332.70145,0,"medio"
"4255",4255,28474,"Morera","25/02/2011 11:57","Alto (> 8 mts)",220,"Grande",-68.8475811113,-32.8902234351,2,"Barrio Civico",2366816.36021,0,"alto"
"4256",4256,14416,"Paraiso","02/12/2011 09:48","Bajo (2 - 4 mts)",56,"Mediano",-68.8788951029,-32.8682021545,8,"Aeroparque",2203364.73622,0,"bajo"
"4257",4257,33116,"Morera","27/06/2011 11:49","Alto (> 8 mts)",113,"Grande",-68.8534798062,-32.8903693629,5,"Residencial Sur",2423808.92355,1,"medio"
"4258",4258,2942,"Morera","21/09/2011 09:11","Alto (> 8 mts)",140,"Grande",-68.8290692832,-32.8731254322,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,1,"medio"
"4259",4259,13643,"Fresno europeo","25/02/2011 09:03","Alto (> 8 mts)",180,"Grande",-68.8524974629,-32.8664397408,6,"Residencial Norte",2694682.37982,0,"medio"
"4260",4260,33410,"Morera","02/06/2011 12:56","Alto (> 8 mts)",85,"Grande",-68.8570834637,-32.8876892325,5,"Residencial Sur",2423808.92355,0,"bajo"
"4261",4261,41520,"Morera","03/05/2011 14:16","Medio (4 - 8 mts)",79,"Grande",-68.8386993878,-32.8774820392,1,"Parque Central",1655357.93265,0,"bajo"
"4262",4262,19908,"Acacia SP","28/06/2011 14:02","Alto (> 8 mts)",165,"Grande",-68.8335174405,-32.862665463,4,"Cuarta Oeste",1173332.70145,1,"medio"
"4263",4263,33693,"Morera","10/05/2011 13:48","Alto (> 8 mts)",174,"Grande",-68.8579612929,-32.886102046,5,"Residencial Sur",2423808.92355,0,"medio"
"4264",4264,355,"Morera","07/03/2012 09:22","Medio (4 - 8 mts)",150,"Grande",-68.8209140217,-32.867157985,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0,"medio"
"4265",4265,13671,"Morera","28/02/2011 11:22","Alto (> 8 mts)",170,"Grande",-68.8525225226,-32.864970935,6,"Residencial Norte",2694682.37982,0,"medio"
"4266",4266,43226,"Pltano","04/10/2011 09:16","Alto (> 8 mts)",310,"Grande",-68.8349812617,-32.8790441514,1,"Parque Central",1655357.93265,0,"muy alto"
"4267",4267,33683,"Acacia SP","13/05/2011 10:25","Alto (> 8 mts)",110,"Grande",-68.8554147313,-32.8868916252,5,"Residencial Sur",2423808.92355,0,"medio"
"4268",4268,20877,"Paraiso","26/05/2011 10:39","Alto (> 8 mts)",160,"Grande",-68.8606501784,-32.8954028649,5,"Residencial Sur",2423808.92355,0,"medio"
"4269",4269,12091,"Morera","05/05/2010 11:54","Medio (4 - 8 mts)",108,"Grande",-68.8525714031,-32.8684243765,6,"Residencial Norte",2694682.37982,1,"medio"
"4270",4270,21377,"Morera","10/05/2011 09:53","Alto (> 8 mts)",110,"Grande",-68.8548850504,-32.8931442428,5,"Residencial Sur",2423808.92355,0,"medio"
"4271",4271,41902,"Morera","18/04/2011 09:53","Medio (4 - 8 mts)",80,"Grande",-68.8424795127,-32.8786733048,1,"Parque Central",1655357.93265,0,"bajo"
"4272",4272,31470,"Paraiso","19/05/2011 11:48","Medio (4 - 8 mts)",90,"Grande",-68.8583200702,-32.8915954701,5,"Residencial Sur",2423808.92355,1,"bajo"
"4273",4273,45368,"Olmo comun","15/09/2011 17:00","Bajo (2 - 4 mts)",140,"Grande",-68.8234376614,-32.8728889406,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0,"medio"
"4274",4274,27829,"Morera","02/11/2011 10:35","Alto (> 8 mts)",105,"Grande",-68.8362588,-32.8950069478,2,"Barrio Civico",2366816.36021,0,"medio"
"4275",4275,39300,"Fresno europeo","30/11/2010 10:16","Bajo (2 - 4 mts)",45,"Mediano",-68.8557369439,-32.8720812943,6,"Residencial Norte",2694682.37982,0,"bajo"
"4276",4276,39487,"Morera","10/11/2010 12:25","Alto (> 8 mts)",180,"Grande",-68.853873501,-32.8697409782,6,"Residencial Norte",2694682.37982,0,"medio"
"4277",4277,28567,"Pltano","23/02/2011 08:35","Alto (> 8 mts)",190,"Grande",-68.8492812755,-32.8910130241,5,"Residencial Sur",2423808.92355,0,"medio"
"4278",4278,35839,"Fresno europeo","03/03/2011 12:40","Alto (> 8 mts)",170,"Grande",-68.854497038,-32.8739467565,6,"Residencial Norte",2694682.37982,0,"medio"
"4279",4279,33029,"Morera","19/05/2011 10:26","Alto (> 8 mts)",184,"Grande",-68.8515514337,-32.8873039523,5,"Residencial Sur",2423808.92355,1,"medio"
"4280",4280,18531,"Paraiso","05/07/2011 13:00","Alto (> 8 mts)",300,"Grande",-68.8375718727,-32.8732951893,4,"Cuarta Oeste",1173332.70145,0,"alto"
"4281",4281,12753,"Paraiso","24/01/2011 13:23","Bajo (2 - 4 mts)",36,"Mediano",-68.8481026499,-32.8642521632,6,"Residencial Norte",2694682.37982,0,"bajo"
"4282",4282,25428,"Morera","11/02/2011 13:39","Medio (4 - 8 mts)",47,"Mediano",-68.8363067816,-32.9002451333,2,"Barrio Civico",2366816.36021,0,"bajo"
"4283",4283,47958,"Morera","02/09/2011 10:22","Medio (4 - 8 mts)",208,"Grande",-68.826185231,-32.8688513962,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0,"alto"
"4284",4284,46098,"Morera","05/10/2011 11:55","Medio (4 - 8 mts)",130,"Grande",-68.8247204936,-32.874799656,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0,"medio"
"4285",4285,25051,"Morera","14/02/2011 12:18","Alto (> 8 mts)",130,"Grande",-68.836490398,-32.895906873,2,"Barrio Civico",2366816.36021,0,"medio"
"4286",4286,29031,"Pltano","20/04/2011 10:21","Alto (> 8 mts)",170,"Grande",-68.8447789009,-32.8873222388,1,"Parque Central",1655357.93265,0,"medio"
"4287",4287,12274,"Morera","10/01/2011 10:23","Alto (> 8 mts)",180,"Grande",-68.8451546897,-32.8674711785,4,"Cuarta Oeste",1173332.70145,0,"medio"
"4288",4288,37722,"Fresno europeo","14/01/2012 10:20","Medio (4 - 8 mts)",100,"Grande",-68.8513143702,-32.8727699397,6,"Residencial Norte",2694682.37982,0,"bajo"
"4289",4289,5361,"lamo blanco","25/04/2011 12:00","Medio (4 - 8 mts)",300,"Grande",-68.8431150583,-32.8784365353,1,"Parque Central",1655357.93265,0,"alto"
"4290",4290,5604,"Pltano","05/05/2011 14:15","Medio (4 - 8 mts)",35,"Mediano",-68.8400042869,-32.8759361704,1,"Parque Central",1655357.93265,0,"bajo"
"4291",4291,39793,"Morera","14/07/2011 10:16","Alto (> 8 mts)",155,"Grande",-68.8502777647,-32.8840209946,1,"Parque Central",1655357.93265,0,"medio"
"4292",4292,25670,"Pltano","07/02/2011 09:40","Alto (> 8 mts)",200,"Grande",-68.8422561734,-32.9020158313,2,"Barrio Civico",2366816.36021,0,"medio"
"4293",4293,21165,"Fresno americano","06/05/2011 10:34","Alto (> 8 mts)",102,"Grande",-68.8525957271,-32.8933625653,5,"Residencial Sur",2423808.92355,0,"medio"
"4294",4294,34100,"Morera","30/05/2011 13:41","Medio (4 - 8 mts)",120,"Grande",-68.8575352389,-32.884814666,5,"Residencial Sur",2423808.92355,0,"medio"
"4295",4295,10633,"Paraiso","16/03/2011 13:13","Medio (4 - 8 mts)",140,"Grande",-68.8567655601,-32.87384633,6,"Residencial Norte",2694682.37982,0,"medio"
"4296",4296,14705,"Aguaribay","06/12/2011 08:13","Muy bajo (1 - 2 mts)",12,"Chico",-68.877490109,-32.8700304169,8,"Aeroparque",2203364.73622,1,"bajo"
"4297",4297,33495,"Pltano","17/06/2011 08:50","Alto (> 8 mts)",142,"Grande",-68.8553932742,-32.8899036122,5,"Residencial Sur",2423808.92355,0,"medio"
"4298",4298,15313,"Morera","17/11/2011 12:50","Medio (4 - 8 mts)",90,"Grande",-68.8592866612,-32.8705640573,6,"Residencial Norte",2694682.37982,0,"bajo"
"4299",4299,17480,"Morera","16/01/2012 09:38","Alto (> 8 mts)",105,"Grande",-68.8351755839,-32.8689108133,4,"Cuarta Oeste",1173332.70145,0,"medio"
"4300",4300,27844,"Morera","02/11/2011 10:02","Alto (> 8 mts)",62,"Grande",-68.835505504,-32.8950145252,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"4301",4301,35809,"Morera","04/03/2011 09:16","Alto (> 8 mts)",180,"Grande",-68.8536000781,-32.8739655472,6,"Residencial Norte",2694682.37982,0,"medio"
"4302",4302,16944,"Morera","16/08/2011 13:13","Medio (4 - 8 mts)",100,"Grande",-68.8369278436,-32.8653713432,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"4303",4303,24977,"Morera","16/02/2011 09:20","Alto (> 8 mts)",190,"Grande",-68.8379066528,-32.896172804,2,"Barrio Civico",2366816.36021,0,"medio"
"4304",4304,23674,"Morera","25/01/2011 10:14","Alto (> 8 mts)",150,"Grande",-68.8485992861,-32.9006996313,2,"Barrio Civico",2366816.36021,0,"medio"
"4305",4305,8285,"Fresno americano","21/02/2011 19:25","Alto (> 8 mts)",48,"Mediano",-68.8499691834,-32.8910186176,5,"Residencial Sur",2423808.92355,0,"bajo"
"4306",4306,46446,"Morera","17/08/2011 13:14","Alto (> 8 mts)",180,"Grande",-68.8324493207,-32.8676302119,4,"Cuarta Oeste",1173332.70145,0,"medio"
"4307",4307,41976,"Morera","20/04/2011 14:11","Medio (4 - 8 mts)",50,"Mediano",-68.8378013097,-32.8796473082,1,"Parque Central",1655357.93265,0,"bajo"
"4308",4308,27833,"Fresno europeo","02/11/2011 10:28","Medio (4 - 8 mts)",72,"Grande",-68.8360176848,-32.8951791253,2,"Barrio Civico",2366816.36021,0,"bajo"
"4309",4309,32582,"Paraiso","17/06/2011 10:11","Alto (> 8 mts)",162,"Grande",-68.8529787163,-32.8895207031,5,"Residencial Sur",2423808.92355,0,"medio"
"4310",4310,12700,"Jacarand","20/01/2011 09:41","Bajo (2 - 4 mts)",34,"Mediano",-68.8477461552,-32.863431454,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"4311",4311,18068,"Morera","28/07/2011 11:22","Alto (> 8 mts)",148,"Grande",-68.8404376769,-32.867919009,4,"Cuarta Oeste",1173332.70145,0,"medio"
"4312",4312,33130,"Fresno europeo","27/06/2011 10:15","Medio (4 - 8 mts)",40,"Mediano",-68.8542800766,-32.890991587,5,"Residencial Sur",2423808.92355,0,"bajo"
"4313",4313,13271,"Morera","23/02/2011 12:23","Alto (> 8 mts)",180,"Grande",-68.8476757673,-32.8646708829,6,"Residencial Norte",2694682.37982,0,"medio"
"4314",4314,36973,"Acer","07/04/2011 16:57","Medio (4 - 8 mts)",28,"Mediano",-68.8568269742,-32.8783160962,6,"Residencial Norte",2694682.37982,0,"bajo"
"4315",4315,5062,"Morera","09/08/2011 10:19","Alto (> 8 mts)",142,"Grande",-68.8382770807,-32.8635275276,4,"Cuarta Oeste",1173332.70145,0,"medio"
"4316",4316,41544,"Morera","06/05/2011 10:38","Alto (> 8 mts)",106,"Grande",-68.8392188939,-32.8793963714,1,"Parque Central",1655357.93265,0,"medio"
"4317",4317,31432,"Morera","14/07/2011 09:30","Medio (4 - 8 mts)",66,"Grande",-68.8492832084,-32.8853848721,1,"Parque Central",1655357.93265,0,"bajo"
"4318",4318,15767,"Jacarand","21/11/2011 10:39","Alto (> 8 mts)",100,"Grande",-68.8725371373,-32.8779751009,7,"Residencial Parque",1786336.08966,0,"bajo"
"4319",4319,1144,"Morera","01/12/2011 13:23","Alto (> 8 mts)",135,"Grande",-68.877035257,-32.8683027403,8,"Aeroparque",2203364.73622,0,"medio"
"4320",4320,11724,"Morera","02/06/2010 11:46","Medio (4 - 8 mts)",152,"Grande",-68.8508203955,-32.8664931181,6,"Residencial Norte",2694682.37982,0,"medio"
"4321",4321,12350,"Olmo bola","18/01/2011 09:14","Muy bajo (1 - 2 mts)",2,"Chico",-68.8475063246,-32.8662872905,6,"Residencial Norte",2694682.37982,0,"bajo"
"4322",4322,10025,"Paraiso","02/11/2010 10:46","Alto (> 8 mts)",85,"Grande",-68.8503338562,-32.8702171062,6,"Residencial Norte",2694682.37982,0,"bajo"
"4323",4323,19278,"Morera","13/07/2011 21:56","Alto (> 8 mts)",168,"Grande",-68.8366845071,-32.8703555934,4,"Cuarta Oeste",1173332.70145,0,"medio"
"4324",4324,28412,"Morera","28/02/2011 12:40","Alto (> 8 mts)",160,"Grande",-68.8467209016,-32.8903791148,2,"Barrio Civico",2366816.36021,0,"medio"
"4325",4325,34285,"Fresno europeo","04/03/2011 12:37","Medio (4 - 8 mts)",104,"Grande",-68.8520019018,-32.8739456326,6,"Residencial Norte",2694682.37982,0,"medio"
"4326",4326,434,"Morera","06/03/2012 11:26","Medio (4 - 8 mts)",150,"Grande",-68.8174709993,-32.8680080918,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0,"medio"
"4327",4327,31738,"Fresno americano","27/06/2011 10:54","Medio (4 - 8 mts)",90,"Grande",-68.8588986053,-32.8893835801,5,"Residencial Sur",2423808.92355,0,"bajo"
"4328",4328,34213,"Morera","03/03/2011 13:08","Alto (> 8 mts)",140,"Grande",-68.85323669,-32.8743419393,6,"Residencial Norte",2694682.37982,0,"medio"
"4329",4329,36635,"Morera","14/06/2011 18:58","Medio (4 - 8 mts)",100,"Grande",-68.857936601,-32.8816089889,7,"Residencial Parque",1786336.08966,0,"bajo"
"4330",4330,33971,"Paraiso","26/05/2011 13:20","Medio (4 - 8 mts)",100,"Grande",-68.8546711514,-32.8845906363,5,"Residencial Sur",2423808.92355,0,"bajo"
"4331",4331,24058,"Morera","21/01/2011 09:31","Alto (> 8 mts)",140,"Grande",-68.8459278853,-32.9006412036,2,"Barrio Civico",2366816.36021,0,"medio"
"4332",4332,20074,"Olmo comun","15/08/2011 13:41","Medio (4 - 8 mts)",168,"Grande",-68.8332204772,-32.8655981165,4,"Cuarta Oeste",1173332.70145,1,"medio"
"4333",4333,31508,"Fresno europeo","19/05/2011 10:07","Medio (4 - 8 mts)",120,"Grande",-68.8579962722,-32.890781795,5,"Residencial Sur",2423808.92355,0,"medio"
"4334",4334,22162,"Morera","18/05/2011 11:02","Alto (> 8 mts)",108,"Grande",-68.8540299732,-32.8987863905,5,"Residencial Sur",2423808.92355,0,"medio"
"4335",4335,31604,"Olmo comun","10/06/2011 09:57","Alto (> 8 mts)",133,"Grande",-68.8614871776,-32.8883798881,5,"Residencial Sur",2423808.92355,0,"medio"
"4336",4336,48388,"Morera","01/09/2011 11:53","Alto (> 8 mts)",158,"Grande",-68.8298204719,-32.8698067539,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0,"medio"
"4337",4337,44009,"Pltano","14/10/2011 11:32","Muy bajo (1 - 2 mts)",10,"Chico",-68.8327585194,-32.8849317983,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"4338",4338,18129,"Morera","28/07/2011 09:18","Alto (> 8 mts)",175,"Grande",-68.8417594255,-32.8692913809,4,"Cuarta Oeste",1173332.70145,0,"medio"
"4339",4339,13895,"Morera","19/12/2011 12:14","Bajo (2 - 4 mts)",60,"Mediano",-68.8756272074,-32.866678782,8,"Aeroparque",2203364.73622,0,"bajo"
"4340",4340,42107,"Paraiso","04/05/2011 10:09","Medio (4 - 8 mts)",85,"Grande",-68.8430815703,-32.8772675201,1,"Parque Central",1655357.93265,0,"bajo"
"4341",4341,26398,"Fresno americano","25/10/2011 10:09","Medio (4 - 8 mts)",88,"Grande",-68.8328641451,-32.8898180148,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"4342",4342,43885,"Pltano","11/10/2011 09:46","Alto (> 8 mts)",310,"Grande",-68.8336406165,-32.8837261274,3,"Parque O'Higgins",1531146.02653,0,"muy alto"
"4343",4343,2126,"Fresno europeo","10/11/2011 17:01","Muy bajo (1 - 2 mts)",4,"Chico",-68.8309577912,-32.887686696,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"4344",4344,10646,"Perenne","16/03/2011 12:12","Bajo (2 - 4 mts)",50,"Mediano",-68.8565674156,-32.8740651217,6,"Residencial Norte",2694682.37982,0,"bajo"
"4345",4345,26284,"Pltano","21/10/2011 10:22","Alto (> 8 mts)",150,"Grande",-68.8314371573,-32.8895422451,3,"Parque O'Higgins",1531146.02653,0,"medio"
"4346",4346,23958,"Fresno europeo","12/01/2011 11:45","Alto (> 8 mts)",120,"Grande",-68.8466787928,-32.9004968455,2,"Barrio Civico",2366816.36021,0,"medio"
"4347",4347,21717,"Fresno europeo","09/06/2011 11:10","Alto (> 8 mts)",145,"Grande",-68.855461018,-32.8958354668,5,"Residencial Sur",2423808.92355,1,"medio"
"4348",4348,31817,"Morera","03/01/2012 09:40","Alto (> 8 mts)",100,"Grande",-68.8591700346,-32.8893053216,5,"Residencial Sur",2423808.92355,0,"bajo"
"4349",4349,3868,"Fresno americano","31/08/2011 10:48","Alto (> 8 mts)",236,"Grande",-68.82785049,-32.869484902,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0,"alto"
"4350",4350,38959,"Morera","27/12/2010 13:10","Alto (> 8 mts)",90,"Grande",-68.854948856,-32.8705105294,6,"Residencial Norte",2694682.37982,0,"bajo"
"4351",4351,6766,"Morera","23/05/2011 10:26","Bajo (2 - 4 mts)",33,"Mediano",-68.8572567931,-32.8946999076,5,"Residencial Sur",2423808.92355,0,"bajo"
"4352",4352,39777,"Fresno europeo","13/07/2011 12:50","Alto (> 8 mts)",156,"Grande",-68.8514994133,-32.8829554782,1,"Parque Central",1655357.93265,0,"medio"
"4353",4353,12606,"Morera","14/01/2011 11:36","Alto (> 8 mts)",120,"Grande",-68.8454103499,-32.862619216,4,"Cuarta Oeste",1173332.70145,0,"medio"
"4354",4354,36638,"Pltano","14/06/2011 18:44","Alto (> 8 mts)",180,"Grande",-68.8574424503,-32.8816951542,7,"Residencial Parque",1786336.08966,0,"medio"
"4355",4355,15813,"Fresno americano","21/11/2011 16:38","Bajo (2 - 4 mts)",38,"Mediano",-68.8733422633,-32.8781547553,7,"Residencial Parque",1786336.08966,0,"bajo"
"4356",4356,19506,"Morera","18/07/2011 09:11","Alto (> 8 mts)",137,"Grande",-68.8383812121,-32.8713003398,4,"Cuarta Oeste",1173332.70145,0,"medio"
"4357",4357,45951,"Morera","24/08/2011 13:50","Alto (> 8 mts)",105,"Grande",-68.8190205655,-32.8697523287,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0,"medio"
"4358",4358,25596,"Morera","08/02/2011 18:37","Alto (> 8 mts)",172,"Grande",-68.8384523392,-32.9018599414,2,"Barrio Civico",2366816.36021,1,"medio"
"4359",4359,32182,"Morera","11/05/2011 09:19","Alto (> 8 mts)",190,"Grande",-68.8584487036,-32.8859098168,5,"Residencial Sur",2423808.92355,0,"medio"
"4360",4360,21304,"Fresno europeo","14/06/2011 15:33","Muy bajo (1 - 2 mts)",2,"Chico",-68.8537756611,-32.8979629401,5,"Residencial Sur",2423808.92355,0,"bajo"
"4361",4361,21425,"Morera","10/05/2011 11:04","Alto (> 8 mts)",195,"Grande",-68.8567747636,-32.8927332593,5,"Residencial Sur",2423808.92355,1,"medio"
"4362",4362,22579,"Morera","16/06/2011 09:53","Alto (> 8 mts)",148,"Grande",-68.8612237834,-32.8996629996,5,"Residencial Sur",2423808.92355,1,"medio"
"4363",4363,41655,"Morera","03/05/2011 12:00","Alto (> 8 mts)",96,"Grande",-68.8370077508,-32.8766430145,1,"Parque Central",1655357.93265,0,"bajo"
"4364",4364,37732,"Morera","14/01/2012 09:10","Medio (4 - 8 mts)",140,"Grande",-68.8507870921,-32.8726646856,6,"Residencial Norte",2694682.37982,0,"medio"
"4365",4365,29762,"Morera","15/03/2011 08:54","Alto (> 8 mts)",152,"Grande",-68.8409217371,-32.8936909598,2,"Barrio Civico",2366816.36021,0,"medio"
"4366",4366,21283,"Caducifolio","13/06/2011 12:18","Medio (4 - 8 mts)",38,"Mediano",-68.8521318415,-32.8970013585,5,"Residencial Sur",2423808.92355,0,"bajo"
"4367",4367,7876,"Fresno europeo","16/06/2011 10:06","Muy bajo (1 - 2 mts)",4,"Chico",-68.8558422718,-32.8890973716,5,"Residencial Sur",2423808.92355,0,"bajo"
"4368",4368,11711,"Morera","31/01/2011 11:19","Medio (4 - 8 mts)",65,"Grande",-68.850298223,-32.8687437965,6,"Residencial Norte",2694682.37982,0,"bajo"
"4369",4369,14887,"Paraiso sombrilla","16/12/2011 11:24","Bajo (2 - 4 mts)",76,"Grande",-68.8811062086,-32.8743299825,8,"Aeroparque",2203364.73622,0,"bajo"
"4370",4370,42218,"Morera","29/04/2011 14:25","Alto (> 8 mts)",120,"Grande",-68.8394372632,-32.8740909078,1,"Parque Central",1655357.93265,0,"medio"
"4371",4371,20284,"Pltano","17/05/2011 10:04","Alto (> 8 mts)",151,"Grande",-68.8598215225,-32.8935834982,5,"Residencial Sur",2423808.92355,0,"medio"
"4372",4372,27565,"Pltano","28/10/2011 11:36","Alto (> 8 mts)",190,"Grande",-68.8394287657,-32.8928483529,2,"Barrio Civico",2366816.36021,0,"medio"
"4373",4373,25381,"Olmo comun","10/02/2011 08:36","Alto (> 8 mts)",138,"Grande",-68.8377186686,-32.8995981843,2,"Barrio Civico",2366816.36021,0,"medio"
"4374",4374,37328,"Morera","16/03/2011 13:05","Alto (> 8 mts)",140,"Grande",-68.8574467981,-32.8747730388,6,"Residencial Norte",2694682.37982,0,"medio"
"4375",4375,21730,"Acer","24/05/2011 09:47","Medio (4 - 8 mts)",112,"Grande",-68.855374457,-32.8945785898,5,"Residencial Sur",2423808.92355,0,"medio"
"4376",4376,20054,"Morera","09/08/2011 10:09","Alto (> 8 mts)",190,"Grande",-68.8340139547,-32.8649076547,4,"Cuarta Oeste",1173332.70145,0,"medio"
"4377",4377,45271,"Fresno europeo","16/09/2011 10:21","Alto (> 8 mts)",135,"Grande",-68.8237009383,-32.8712787138,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0,"medio"
"4378",4378,17255,"Morera","12/08/2011 08:57","Alto (> 8 mts)",207,"Grande",-68.8364019993,-32.863779255,4,"Cuarta Oeste",1173332.70145,0,"alto"
"4379",4379,16206,"Morera","14/07/2011 12:37","Alto (> 8 mts)",200,"Grande",-68.8440524474,-32.8684995699,4,"Cuarta Oeste",1173332.70145,0,"medio"
"4380",4380,2588,"Fresno europeo","26/10/2011 09:09","Muy bajo (1 - 2 mts)",3,"Chico",-68.8362287195,-32.8886824297,3,"Parque O'Higgins",1531146.02653,1,"bajo"
"4381",4381,30963,"Acacia visco","10/02/2011 13:28","Bajo (2 - 4 mts)",86,"Grande",-68.8551911547,-32.8636351402,6,"Residencial Norte",2694682.37982,0,"bajo"
"4382",4382,1022,"Aguaribay","14/12/2011 11:08","Medio (4 - 8 mts)",130,"Grande",-68.8813988275,-32.8651408048,8,"Aeroparque",2203364.73622,0,"medio"
"4383",4383,10845,"Perenne","17/03/2011 10:28","Medio (4 - 8 mts)",60,"Mediano",-68.8530517649,-32.8779230665,6,"Residencial Norte",2694682.37982,0,"bajo"
"4384",4384,24125,"Paraiso","10/01/2011 13:48","Alto (> 8 mts)",130,"Grande",-68.8471216548,-32.9016581332,2,"Barrio Civico",2366816.36021,0,"medio"
"4385",4385,21057,"Morera","23/06/2011 11:22","Alto (> 8 mts)",105,"Grande",-68.8635540994,-32.8993706213,5,"Residencial Sur",2423808.92355,0,"medio"
"4386",4386,922,"Morera","16/01/2012 13:06","Medio (4 - 8 mts)",120,"Grande",-68.8530090195,-32.8723162587,6,"Residencial Norte",2694682.37982,0,"medio"
"4387",4387,34420,"Paraiso","10/03/2011 09:15","Alto (> 8 mts)",180,"Grande",-68.8510972504,-32.8744104643,6,"Residencial Norte",2694682.37982,0,"medio"
"4388",4388,45373,"Olmo comun","15/09/2011 16:51","Bajo (2 - 4 mts)",180,"Grande",-68.8234062926,-32.8725424656,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0,"medio"
"4389",4389,42244,"Morera","28/04/2011 14:03","Alto (> 8 mts)",140,"Grande",-68.8391019095,-32.874471713,1,"Parque Central",1655357.93265,0,"medio"
"4390",4390,1368,"Aguaribay","14/12/2011 11:12","Medio (4 - 8 mts)",35,"Mediano",-68.8788420551,-32.8670828738,8,"Aeroparque",2203364.73622,1,"bajo"
"4391",4391,3386,"Morera","28/09/2011 10:46","Alto (> 8 mts)",210,"Grande",-68.8306693915,-32.8755953111,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0,"alto"
"4392",4392,11090,"Acer","22/03/2011 13:18","Medio (4 - 8 mts)",58,"Mediano",-68.8537070505,-32.8804020592,6,"Residencial Norte",2694682.37982,0,"bajo"
"4393",4393,48335,"Morera","19/08/2011 09:26","Medio (4 - 8 mts)",107,"Grande",-68.8273214027,-32.8670971389,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0,"medio"
"4394",4394,17978,"Morera","01/08/2011 09:19","Muy bajo (1 - 2 mts)",8,"Chico",-68.8399434626,-32.8678368167,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"4395",4395,36485,"Morera","18/03/2011 09:56","Alto (> 8 mts)",165,"Grande",-68.8540173286,-32.8797105444,6,"Residencial Norte",2694682.37982,0,"medio"
"4396",4396,45659,"Morera","19/09/2011 15:22","Alto (> 8 mts)",180,"Grande",-68.8207674023,-32.8719590694,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,1,"medio"
"4397",4397,5137,"Acacia SP","08/08/2011 11:08","Medio (4 - 8 mts)",16,"Chico",-68.8433860965,-32.8696431402,4,"Cuarta Oeste",1173332.70145,0,"bajo"
